0.0, 38.73, 13.95, 80.31, 80.41, 74.41, 112.11, 34.54
38.73, 0.0, 49.44, 41.51, 41.93, 37.44, 74.77, 61.90
13.95, 49.44, 0.0, 91.10, 90.52, 83.36, 120.07, 40.59
80.31, 41.51, 91.10, 0.0, 7.36, 19.00, 41.26, 98.83
80.41, 41.93, 90.52, 7.36, 0.0, 12.84, 36.35, 101.19
74.41, 37.44, 83.36, 19.00, 12.84, 0.0, 37.66, 98.82
112.11, 74.77, 120.07, 41.26, 36.35, 37.66, 0.0, 135.83
34.54, 61.90, 40.59, 98.83, 101.19, 98.82, 135.83, 0.0
